TranscriptID	GeneID	ProteinID	Description
XR_001703435.2	LOC107964608		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964608_(LOC107964608),_ncRNA
XR_001703437.2	LOC107964610		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964610_(LOC107964610),_ncRNA
XR_001703439.2	LOC724517		PREDICTED:_Apis_mellifera_la-related_protein_1B_(LOC724517)
XR_001703440.2	LOC724517		PREDICTED:_Apis_mellifera_la-related_protein_1B_(LOC724517)
XR_001703441.2	LOC724517		PREDICTED:_Apis_mellifera_la-related_protein_1B_(LOC724517)
XR_001703442.2	LOC100576222		PREDICTED:_Apis_mellifera_heart-_and_neural_crest_derivatives-expressed_protein_1_(LOC100576222)
XR_001703451.2	LOC102655431		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655431_(LOC102655431)
XR_001703456.2	LOC100578461		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578461_(LOC100578461)
XR_001703457.2	LOC100578461		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578461_(LOC100578461)
XR_001703459.2	LOC100578461		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578461_(LOC100578461)
XR_001703463.2	LOC102656019		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656019_(LOC102656019),_ncRNA
XR_001703464.2	LOC102655997		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655997_(LOC102655997),_ncRNA
XR_001703465.2	LOC107964618		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964618_(LOC107964618),_ncRNA
XR_001703466.2	LOC107964619		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964619_(LOC107964619),_ncRNA
XR_001703469.2	LOC107964622		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964622_(LOC107964622),_ncRNA
XR_001703470.2	LOC107964623		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964623_(LOC107964623),_ncRNA
XR_001703477.2	LOC107964624		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964624_(LOC107964624),_ncRNA
XR_001703489.2	LOC107964629		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964629_(LOC107964629)
XR_001703490.2	LOC107964629		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964629_(LOC107964629)
XR_001703491.2	LOC107964630		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964630_(LOC107964630),_ncRNA
XR_001703494.2	LOC100576573		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576573_(LOC100576573),_ncRNA
XR_001703497.2	LOC107964632		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964632_(LOC107964632)
XR_001703498.2	LOC100577373		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577373_(LOC100577373)
XR_001703499.2	LOC100577215		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577215_(LOC100577215)
XR_001703501.2	LOC100577259		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577259_(LOC100577259)
XR_001703505.2	LOC107964634		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964634_(LOC107964634),_ncRNA
XR_001703507.2	LOC107964635		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964635_(LOC107964635),_ncRNA
XR_001703510.2	LOC100577731		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577731_(LOC100577731),_ncRNA
XR_001703512.2	LOC102655757		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655757_(LOC102655757)
XR_001703514.2	LOC102656214		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656214_(LOC102656214),_ncRNA
XR_001703518.2	LOC102656534		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656534_(LOC102656534)
XR_001703522.2	LOC107964645		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964645_(LOC107964645),_ncRNA
XR_001703523.2	LOC107964644		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964644_(LOC107964644),_ncRNA
XR_001703528.2	LOC100577936		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577936_(LOC100577936)
XR_001703532.2	LOC107964649		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964649_(LOC107964649),_ncRNA
XR_001703535.2	LOC102654775		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654775_(LOC102654775),_ncRNA
XR_001703545.2	LOC107964651		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964651_(LOC107964651),_ncRNA
XR_001703546.2	LOC107964652		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964652_(LOC107964652),_ncRNA
XR_001703548.2	LOC100578659		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578659_(LOC100578659),_ncRNA
XR_001703555.2	LOC102655655		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655655_(LOC102655655)
XR_001703556.2	LOC102655655		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655655_(LOC102655655)
XR_001703557.2	LOC100578593		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578593_(LOC100578593)
XR_001703560.2	LOC107964659		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964659_(LOC107964659)
XR_001703561.2	LOC102656753		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656753_(LOC102656753)
XR_001703563.2	LOC102656753		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656753_(LOC102656753)
XR_001703565.2	LOC107964660		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964660_(LOC107964660),_ncRNA
XR_001703566.2	LOC107964661		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964661_(LOC107964661),_ncRNA
XR_001703577.2	LOC102654772		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654772_(LOC102654772),_ncRNA
XR_001703578.2	LOC107964668		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964668_(LOC107964668),_ncRNA
XR_001703580.2	LOC102656842		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656842_(LOC102656842)
XR_001703581.2	LOC102656842		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656842_(LOC102656842)
XR_001703586.2	LOC107964672		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964672_(LOC107964672),_ncRNA
XR_001703590.1	LOC724825		PREDICTED:_Apis_mellifera_glycine-rich_RNA-binding_protein_7_(LOC724825),_ncRNA
XR_001703593.2	LOC100578804		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578804_(LOC100578804)
XR_001703602.2	LOC107964682		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964682_(LOC107964682),_ncRNA
XR_001703605.2	LOC102655033		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655033_(LOC102655033)
XR_001703607.2	LOC102655611		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655611_(LOC102655611)
XR_001703611.2	LOC107964686		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964686_(LOC107964686),_ncRNA
XR_001703632.2	LOC100577781		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577781_(LOC100577781)
XR_001703639.2	LOC107964711		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964711_(LOC107964711),_ncRNA
XR_001703645.2	LOC102656539		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656539_(LOC102656539)
XR_001703653.2	LOC107964720		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964720_(LOC107964720),_ncRNA
XR_001703654.2	LOC100576260		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576260_(LOC100576260)
XR_001703664.2	LOC102656511		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656511_(LOC102656511),_ncRNA
XR_001703665.2	LOC107964724		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964724_(LOC107964724),_ncRNA
XR_001703667.2	LOC107964726		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964726_(LOC107964726),_ncRNA
XR_001703673.2	LOC408594		PREDICTED:_Apis_mellifera_triple_functional_domain_protein_(LOC408594)
XR_001703674.2	LOC408594		PREDICTED:_Apis_mellifera_triple_functional_domain_protein_(LOC408594)
XR_001703676.2	LOC413334		PREDICTED:_Apis_mellifera_mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(LOC413334)
XR_001703677.2	LOC100576687		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576687_(LOC100576687)
XR_001703685.2	LOC100576687		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576687_(LOC100576687)
XR_001703689.2	LOC100576687		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576687_(LOC100576687)
XR_001703690.2	LOC100576687		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576687_(LOC100576687)
XR_001703702.2	LOC107964737		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964737_(LOC107964737),_ncRNA
XR_001703704.2	LOC412804		PREDICTED:_Apis_mellifera_coiled-coil_domain-containing_protein_102A_(LOC412804)
XR_001703711.2	LOC409082		PREDICTED:_Apis_mellifera_coronin-7_(LOC409082)
XR_001703712.2	LOC100577307		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577307_(LOC100577307)
XR_001703713.2	LOC100577307		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577307_(LOC100577307)
XR_001703714.2	LOC100577507		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577507_(LOC100577507)
XR_001703718.2	LOC100578053		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578053_(LOC100578053)
XR_001703719.2	LOC100578053		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578053_(LOC100578053)
XR_001703721.2	LOC100577476		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577476_(LOC100577476),_ncRNA
XR_001703724.2	LOC107964743		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964743_(LOC107964743),_ncRNA
XR_001703725.2	LOC107964744		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964744_(LOC107964744),_ncRNA
XR_001703731.1	LOC107964750		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964750_(LOC107964750),_ncRNA
XR_001703732.2	LOC107964751		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964751_(LOC107964751),_ncRNA
XR_001703733.1	LOC550818		PREDICTED:_Apis_mellifera_guanine_nucleotide-binding_protein_G(q)_subunit_alpha_(LOC550818)
XR_001703736.2	LOC102654560		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654560_(LOC102654560),_ncRNA
XR_001703737.2	LOC413153		PREDICTED:_Apis_mellifera_uncharacterized_LOC413153_(LOC413153)
XR_001703742.2	LOC102654335		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654335_(LOC102654335)
XR_001703744.2	LOC102654335		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654335_(LOC102654335)
XR_001703746.2	LOC102654335		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654335_(LOC102654335)
XR_001703747.2	LOC102654335		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654335_(LOC102654335)
XR_001703751.2	LOC100576841		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576841_(LOC100576841),_ncRNA
XR_001703764.2	LOC107964760		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964760_(LOC107964760),_ncRNA
XR_001703772.2	LOC102655337		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655337_(LOC102655337)
XR_001703774.2	LOC102655232		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655232_(LOC102655232)
XR_001703775.2	LOC102655232		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655232_(LOC102655232)
XR_001703776.2	LOC107964766		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964766_(LOC107964766)
XR_001703784.2	LOC107964771		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964771_(LOC107964771),_ncRNA
XR_001703787.2	LOC100576599		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576599_(LOC100576599)
XR_001703789.2	LOC100576599		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576599_(LOC100576599)
XR_001703792.2	LOC107964775		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964775_(LOC107964775),_ncRNA
XR_001703798.2	LOC100577018		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577018_(LOC100577018)
XR_001703801.2	LOC107964778		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964778_(LOC107964778),_ncRNA
XR_001703823.2	LOC107964793		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964793_(LOC107964793)
XR_001703824.2	LOC100576319		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576319_(LOC100576319)
XR_001703825.2	LOC100576319		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576319_(LOC100576319)
XR_001703828.2	LOC100576319		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576319_(LOC100576319)
XR_001703830.2	LOC107963998		PREDICTED:_Apis_mellifera_uncharacterized_LOC107963998_(LOC107963998),_ncRNA
XR_001703836.1	LOC107964797		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964797_(LOC107964797),_ncRNA
XR_001703837.2	LOC107964798		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964798_(LOC107964798),_ncRNA
XR_001703838.2	LOC107964799		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964799_(LOC107964799),_ncRNA
XR_001703842.2	LOC408957		PREDICTED:_Apis_mellifera_uncharacterized_LOC408957_(LOC408957)
XR_001703843.2	LOC408957		PREDICTED:_Apis_mellifera_uncharacterized_LOC408957_(LOC408957)
XR_001703844.2	LOC408957		PREDICTED:_Apis_mellifera_uncharacterized_LOC408957_(LOC408957)
XR_001703845.2	LOC408957		PREDICTED:_Apis_mellifera_uncharacterized_LOC408957_(LOC408957)
XR_001703847.2	LOC725982		PREDICTED:_Apis_mellifera_vacuolar_protein_sorting-associated_protein_54_(LOC725982)
XR_001703852.2	LOC102655462		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655462_(LOC102655462)
XR_001703855.2	LOC102655587		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655587_(LOC102655587),_ncRNA
XR_001703860.2	LOC107964814		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964814_(LOC107964814),_ncRNA
XR_001703862.2	LOC100578949		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578949_(LOC100578949),_ncRNA
XR_001703863.2	LOC408973		PREDICTED:_Apis_mellifera_neprilysin-1_(LOC408973)
XR_001703865.2	LOC107964817		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964817_(LOC107964817),_ncRNA
XR_001703867.2	LOC107964818		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964818_(LOC107964818)
XR_001703868.2	LOC102656498		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656498_(LOC102656498),_ncRNA
XR_001703869.2	LOC107964819		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964819_(LOC107964819),_ncRNA
XR_001703870.2	LOC107964820		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964820_(LOC107964820)
XR_001703871.2	LOC107964820		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964820_(LOC107964820)
XR_001703873.2	LOC107964820		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964820_(LOC107964820)
XR_001703876.2	LOC102655794		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655794_(LOC102655794)
XR_001703877.2	LOC100578589		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578589_(LOC100578589)
XR_001703880.2	LOC100578589		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578589_(LOC100578589)
XR_001703881.2	LOC107964821		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964821_(LOC107964821),_ncRNA
XR_001703886.2	LOC102656347		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656347_(LOC102656347)
XR_001703888.2	LOC100576699		PREDICTED:_Apis_mellifera_uncharacterized_LOC100576699_(LOC100576699)
XR_001703895.2	LOC107964825		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964825_(LOC107964825),_ncRNA
XR_001703904.2	LOC552431		PREDICTED:_Apis_mellifera_uncharacterized_LOC552431_(LOC552431)
XR_001703915.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703916.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703917.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703918.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703919.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703920.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703921.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703922.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703923.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703924.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703925.2	LOC408963		PREDICTED:_Apis_mellifera_pleckstrin_homology_domain-containing_family_G_member_5_(LOC408963)
XR_001703931.2	LOC102654944		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654944_(LOC102654944),_ncRNA
XR_001703935.2	LOC102655507		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655507_(LOC102655507),_ncRNA
XR_001703942.2	LOC102654654		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654654_(LOC102654654),_ncRNA
XR_001703946.2	LOC102656264		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656264_(LOC102656264)
XR_001703947.2	LOC102656264		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656264_(LOC102656264)
XR_001703952.2	LOC102656373		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656373_(LOC102656373)
XR_001703954.2	LOC107964850		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964850_(LOC107964850),_ncRNA
XR_001703957.2	LOC410719		PREDICTED:_Apis_mellifera_syntaxin-17_(LOC410719)
XR_001703958.2	LOC102655995		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655995_(LOC102655995),_ncRNA
XR_001703960.2	LOC102655968		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655968_(LOC102655968)
XR_001703970.2	LOC107964857		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964857_(LOC107964857),_ncRNA
XR_001703971.2	LOC102655158		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655158_(LOC102655158),_ncRNA
XR_001703972.2	LOC107964859		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964859_(LOC107964859),_ncRNA
XR_001703999.2	LOC102654385		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654385_(LOC102654385)
XR_001704000.2	LOC107964861		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964861_(LOC107964861),_ncRNA
XR_001704006.2	LOC102655053		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655053_(LOC102655053)
XR_001704007.2	LOC102655053		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655053_(LOC102655053)
XR_001704008.2	LOC102654896		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654896_(LOC102654896)
XR_001704014.2	LOC107964868		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964868_(LOC107964868),_ncRNA
XR_001704023.2	LOC102654265		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654265_(LOC102654265),_ncRNA
XR_001704026.2	LOC107964872		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964872_(LOC107964872),_ncRNA
XR_001704029.2	LOC107964874		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964874_(LOC107964874),_ncRNA
XR_001704033.2	LOC107964878		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964878_(LOC107964878)
XR_001704034.2	LOC107964878		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964878_(LOC107964878)
XR_001704036.2	LOC107964879		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964879_(LOC107964879),_ncRNA
XR_001704039.2	LOC102656765		PREDICTED:_Apis_mellifera_uncharacterized_LOC102656765_(LOC102656765)
XR_001704041.2	LOC107964882		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964882_(LOC107964882)
XR_001704043.2	LOC107964885		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964885_(LOC107964885),_ncRNA
XR_001704044.2	LOC102655052		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655052_(LOC102655052),_ncRNA
XR_001704046.2	LOC724374		PREDICTED:_Apis_mellifera_uncharacterized_LOC724374_(LOC724374)
XR_001704049.2	LOC107964890		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964890_(LOC107964890),_ncRNA
XR_001704052.2	LOC410099		PREDICTED:_Apis_mellifera_THO_complex_subunit_2_(LOC410099)
XR_001704053.2	LOC107964894		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964894_(LOC107964894),_ncRNA
XR_001704055.2	LOC107964896		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964896_(LOC107964896),_ncRNA
XR_001704056.2	LOC102655375		PREDICTED:_Apis_mellifera_uncharacterized_LOC102655375_(LOC102655375),_ncRNA
XR_001704061.2	LOC107964899		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964899_(LOC107964899),_ncRNA
XR_001704064.2	LOC107964902		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964902_(LOC107964902),_ncRNA
XR_001704065.2	LOC102654761		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654761_(LOC102654761)
XR_001704066.2	LOC102654761		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654761_(LOC102654761)
XR_001704067.2	LOC102654761		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654761_(LOC102654761)
XR_001704068.2	LOC102654761		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654761_(LOC102654761)
XR_001704069.2	LOC102654761		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654761_(LOC102654761)
XR_001704085.2	LOC107964906		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964906_(LOC107964906)
XR_001704088.2	LOC107964909		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964909_(LOC107964909)
XR_001704089.2	LOC107964909		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964909_(LOC107964909)
XR_001704091.2	LOC107964909		PREDICTED:_Apis_mellifera_uncharacterized_LOC107964909_(LOC107964909)
XR_001704101.2	LOC100577306		PREDICTED:_Apis_mellifera_uncharacterized_LOC100577306_(LOC100577306)
XR_001704102.2	LOC102654832		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654832_(LOC102654832)
XR_001704120.2	LOC102654358		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654358_(LOC102654358)
XR_001704121.2	LOC102654358		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654358_(LOC102654358)
XR_001704122.2	LOC102654454		PREDICTED:_Apis_mellifera_uncharacterized_LOC102654454_(LOC102654454),_ncRNA
XR_001704130.2	LOC100578882		PREDICTED:_Apis_mellifera_uncharacterized_LOC100578882_(LOC100578882)
XR_001704131.2	LOC102653713		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653713_(LOC102653713)
XR_001704132.2	LOC102653713		PREDICTED:_Apis_mellifera_uncharacterized_LOC102653713_(LOC102653713)
